Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,mintemp,maxtemp,avgtemp
2015-03-04,1008.5,1010.5,988.5,988.0,19.5,989.0,5140.0,8677.0,28.367521367521366,51.30555555555556,41.32051282051282
2015-03-03,1011.5,1015.0,998.0,1008.5,2.0,1008.5,8847.0,12601.0,31.617521367521366,51.64316239316239,41.32051282051282
2015-03-02,1029.5,1037.5,1008.5,1011.0,19.0,1011.5,8408.0,16911.0,29.040425531914895,47.770212765957446,38.265957446808514
2015-02-27,1023.0,1035.0,1020.0,1029.0,6.5,1030.5,17577.0,22157.0,14.466950959488273,34.32622601279318,24.11087420042644
2015-02-26,1007.0,1024.5,1006.0,1024.0,16.5,1024.0,58758.0,36524.0,17.872340425531913,34.62765957446808,26.46595744680851
2015-02-25,1015.0,1021.0,1002.0,1007.5,8.5,1007.5,54696.0,49951.0,20.180467091295117,39.52653927813164,29.853503184713375
2015-02-24,999.5,1029.0,999.0,1015.0,16.5,1016.0,110868.0,75785.0,19.832976445396145,38.16702355460385,28.31477516059957
2015-02-23,1000.0,1006.0,992.0,999.0,16.5,999.5,66036.0,90405.0,16.398720682302773,36.32409381663113,27.01918976545842
2015-02-20,1006.5,1009.5,998.5,1000.0,8.0,999.5,84174.0,115698.0,15.371794871794872,39.215811965811966,26.831196581196583
2015-02-19,995.5,1017.0,993.5,1006.0,11.0,1007.5,138176.0,130029.0,9.786780383795309,31.893390191897655,21.070362473347547
2015-02-18,1007.0,1012.5,990.5,995.0,12.0,995.5,98035.0,141565.0,12.510729613733906,34.272532188841204,23.84978540772532
2015-02-17,992.0,1009.0,991.0,1008.0,17.5,1007.5,102854.0,149837.0,16.603004291845494,35.103004291845494,25.409871244635195
2015-02-13,982.5,997.5,982.5,991.0,6.5,990.0,128393.0,176647.0,20.03184713375796,43.42675159235669,30.694267515923567
2015-02-12,977.5,985.0,973.0,983.0,6.0,983.5,142793.0,202877.0,20.421610169491526,42.94703389830509,32.22457627118644
2015-02-11,970.5,981.0,966.0,977.0,8.5,977.5,162410.0,233111.0,25.134042553191488,50.35744680851064,37.374468085106386
2015-02-10,978.5,986.0,967.0,969.0,9.0,969.0,171512.0,252012.0,30.314225053078555,49.71337579617835,39.532908704883226
2015-02-09,973.0,983.5,972.0,979.0,5.0,978.0,108775.0,262774.0,33.88723404255319,55.08510638297872,44.66595744680851
2015-02-06,981.5,987.0,971.5,974.0,7.5,973.0,113089.0,270941.0,22.231422505307854,47.666666666666664,33.62845010615711
2015-02-05,970.0,982.5,969.5,981.5,9.5,981.5,92222.0,276386.0,18.932059447983015,41.42887473460722,31.112526539278132
2015-02-04,985.5,990.5,967.0,972.0,15.0,972.0,121208.0,288843.0,22.159574468085108,43.47659574468085,33.33404255319149
2015-02-03,959.5,999.0,959.5,986.0,27.0,987.0,182358.0,291335.0,19.574152542372882,41.891949152542374,29.735169491525422
2015-02-02,961.0,970.0,956.0,958.0,1.0,959.0,86616.0,290214.0,18.449152542372882,41.65677966101695,30.800847457627118
2015-01-30,968.0,972.5,955.0,960.0,7.5,961.0,106422.0,286441.0,26.36,45.58736842105263,36.909473684210525
2015-01-29,969.0,977.5,967.0,968.0,2.0,968.5,110703.0,290989.0,28.75578947368421,52.77684210526316,40.95578947368421
2015-01-28,972.5,977.5,966.5,970.0,3.0,970.5,95437.0,298004.0,28.531512605042018,52.575630252100844,39.653361344537814
2015-01-27,982.5,985.0,972.5,974.0,9.5,973.5,100796.0,301273.0,30.069473684210525,51.671578947368424,39.892631578947366
2015-01-26,971.5,984.5,967.0,983.0,10.5,983.0,84872.0,297559.0,29.852008456659618,50.13742071881607,39.58139534883721
2015-01-23,977.0,980.0,967.5,972.0,4.0,972.5,106244.0,304344.0,32.521186440677965,45.40042372881356,38.67372881355932
2015-01-22,984.5,992.0,975.0,978.0,6.5,976.5,90306.0,303247.0,29.877378435517972,47.014799154334035,38.346723044397464
2015-01-21,983.0,991.0,977.0,982.0,1.0,983.0,109996.0,297166.0,31.73894736842105,50.85473684210526,41.14526315789474
2015-01-20,982.0,986.5,972.5,981.0,9.5,982.0,114085.0,300651.0,33.08631578947369,55.19578947368421,43.37894736842105
2015-01-16,991.5,996.0,983.0,990.0,0.5,991.5,95501.0,299517.0,25.073839662447256,49.552742616033754,36.24894514767932
2015-01-15,1014.0,1019.5,985.5,988.0,18.5,991.0,151604.0,298657.0,26.546610169491526,43.22457627118644,34.04449152542373
2015-01-14,1005.0,1011.0,992.5,1010.0,5.5,1009.5,118725.0,293366.0,23.673728813559322,36.83686440677966,30.02330508474576
2015-01-13,1017.0,1022.5,998.0,1000.0,13.0,1000.0,1454.0,1555.0,21.496815286624205,36.98726114649681,29.57112526539278
2015-01-12,1047.0,1058.5,1013.0,1013.0,38.0,1013.0,3313.0,3437.0,25.75,39.891949152542374,33.80508474576271
2015-01-09,1044.5,1052.0,1041.5,1051.0,6.0,1051.0,3320.0,5202.0,15.653276955602538,31.775898520084567,23.890063424947147
2015-01-08,1051.0,1057.0,1042.5,1046.0,7.5,1045.0,4033.0,6333.0,8.498942917547568,30.558139534883722,18.60042283298097
2015-01-07,1049.5,1055.5,1044.0,1051.0,1.5,1052.5,3865.0,7538.0,11.09704641350211,31.70464135021097,23.234177215189874
2015-01-06,1037.0,1052.0,1034.0,1048.0,11.5,1051.0,3997.0,8971.0,19.456659619450317,40.93023255813954,29.141649048625794
2015-01-05,1002.0,1041.5,1001.0,1038.0,37.5,1039.5,7334.0,10874.0,17.175847457627118,37.82838983050848,27.235169491525422
2015-01-02,1017.5,1017.5,1002.5,1003.0,16.5,1002.0,9191.0,14106.0,30.84008528784648,44.153518123667375,37.37313432835821
